"dim_column_id","dim_table_id","ID","Name","Usage","OrderBy","IsKeyColumn","NameColumn_DataType","NameColumn_DataSize","NameColumn_NullProcessing","NameColumn_TableName","NameColumn_ColumnName"
"48","14","ED DSPSTN CDS","ED Visit - Disposition","Regular","Name","False","WChar","254","","EDVisitDispositionDim","ED_DSPSTN_DESC"
"49","14","ER ANALYSIS A2 CDS","ED Visit - ER - Insurance - Privacy","Regular","Key","False","WChar","9","","EDVisitDim","ER_ANALYSIS_A2"
"50","14","ER ANALYSIS A28 CDS","ED Visit - ER - Insurance - Courtesy of Staff","Regular","Key","False","WChar","9","","EDVisitDim","ER_ANALYSIS_A28"
"51","14","ER ANALYSIS A3 CDS","ED Visit - ER - Insurance - Ease of Completion","Regular","Key","False","WChar","9","","EDVisitDim","ER_ANALYSIS_A3"
"52","14","ER ANALYSIS A4 CDS","ED Visit - ER - Arrival - Waiting Time Before Brought to the Treatment Area","Regular","Key","False","WChar","9","","EDVisitDim","ER_ANALYSIS_A4"
"53","14","ER ANALYSIS A5 CDS","ED Visit - ER - Arrival - Comfort of the Waiting Area","Regular","Key","False","WChar","9","","EDVisitDim","ER_ANALYSIS_A5"
"54","14","ER ANALYSIS A86 CDS","ED Visit - ER - Arrival - Wait Time After Arrival","Regular","Key","False","WChar","9","","EDVisitDim","ER_ANALYSIS_A86"
"55","14","ER ANALYSIS A87 CDS","ED Visit - ER - Arrival - Helpfulness of Staff","Regular","Key","False","WChar","9","","EDVisitDim","ER_ANALYSIS_A87"
"56","14","ER ANALYSIS B1 CDS","ED Visit - ER - Nurse - Courtesy","Regular","Key","False","WChar","9","","EDVisitDim","ER_ANALYSIS_B1"
"57","14","ER ANALYSIS B3 CDS","ED Visit - ER - Nurse - Attention to Needs","Regular","Key","False","WChar","9","","EDVisitDim","ER_ANALYSIS_B3"
"58","14","ER ANALYSIS B4 CDS","ED Visit - ER - Nurse - Informing Treatment Information","Regular","Key","False","WChar","9","","EDVisitDim","ER_ANALYSIS_B4"
"59","14","ER ANALYSIS B5 CDS","ED Visit - ER - Nurse - Privacy","Regular","Key","False","WChar","9","","EDVisitDim","ER_ANALYSIS_B5"
"60","14","ER ANALYSIS B76 CDS","ED Visit - ER - Nurse- Listening Carefully","Regular","Key","False","WChar","9","","EDVisitDim","ER_ANALYSIS_B76"
"61","14","ER ANALYSIS C1 CDS","ED Visit - ER - Arrival - Wait Time in Treatment Area","Regular","Key","False","WChar","9","","EDVisitDim","ER_ANALYSIS_C1"
"62","14","ER ANALYSIS C2 CDS","ED Visit - ER - Doctor - Courtesy","Regular","Key","False","WChar","9","","EDVisitDim","ER_ANALYSIS_C2"
"63","14","ER ANALYSIS C4 CDS","ED Visit - ER - Doctor - Concern for Comfort","Regular","Key","False","WChar","9","","EDVisitDim","ER_ANALYSIS_C4"
"64","14","ER ANALYSIS C5 CDS","ED Visit - ER - Doctor - Informing Treatment Information","Regular","Key","False","WChar","9","","EDVisitDim","ER_ANALYSIS_C5"
"65","14","ER ANALYSIS C7 CDS","ED Visit - ER - Personal Issues - Given Take Home Information","Regular","Key","False","WChar","9","","EDVisitDim","ER_ANALYSIS_C7"
"66","14","ER ANALYSIS C75 CDS","ED Visit - ER - Doctor - Listening Carefully","Regular","Key","False","WChar","9","","EDVisitDim","ER_ANALYSIS_C75"
"67","14","ER ANALYSIS D2 CDS","ED Visit - ER - Test - Courtesy of Person Drawing Blood","Regular","Key","False","WChar","9","","EDVisitDim","ER_ANALYSIS_D2"
"68","14","ER ANALYSIS D3 CDS","ED Visit - ER - Test - Radiology Waiting Time","Regular","Key","False","WChar","9","","EDVisitDim","ER_ANALYSIS_D3"
"69","14","ER ANALYSIS D4 CDS","ED Visit - ER - Test - Courtesy of Radiology staff","Regular","Key","False","WChar","9","","EDVisitDim","ER_ANALYSIS_D4"
"70","14","ER ANALYSIS D52 CDS","ED Visit - ER - Test - Concern for Comfort When Drawing Blood","Regular","Key","False","WChar","9","","EDVisitDim","ER_ANALYSIS_D52"
"71","14","ER ANALYSIS D65 CDS","ED Visit - ER - Test - Concern for Comfort by Radiology Staff","Regular","Key","False","WChar","9","","EDVisitDim","ER_ANALYSIS_D65"
"72","14","ER ANALYSIS E1 CDS","ED Visit - ER - Family-Friends - Treatment","Regular","Key","False","WChar","9","","EDVisitDim","ER_ANALYSIS_E1"
"73","14","ER ANALYSIS E2 CDS","ED Visit - ER - Family-Friends - Staff Concern for Informing Family","Regular","Key","False","WChar","9","","EDVisitDim","ER_ANALYSIS_E2"
"74","14","ER ANALYSIS E3 CDS","ED Visit - ER - Family-Friends - Staff Concern for letting Family be present","Regular","Key","False","WChar","9","","EDVisitDim","ER_ANALYSIS_E3"
"75","14","ER DEMOGRAPHICS EDCP1 CDS","ED Visit - ER - Going to ER - Primary Reasoning for Visit","Regular","Key","False","WChar","50","","EDVisitDim","ER_DEMOGRAPHICS_EDCP1"
"76","14","ER DEMOGRAPHICS EDCP10 CDS","ED Visit - ER - During Visit - Given New Medicine","Regular","Key","False","WChar","50","","EDVisitDim","ER_DEMOGRAPHICS_EDCP10"
"77","14","ER DEMOGRAPHICS EDCP11 CDS","ED Visit - ER - During Visit - Explanation of New Medicine","Regular","Key","False","WChar","50","","EDVisitDim","ER_DEMOGRAPHICS_EDCP11"
"78","14","ER DEMOGRAPHICS EDCP12 CDS","ED Visit - ER - During Visit - Understandable Explanation of New Medication Side-Effects","Regular","Key","False","","","","",""
"79","14","ER DEMOGRAPHICS EDCP13 CDS","ED Visit - ER - During Visit - Have Pain","Regular","Key","False","WChar","50","","EDVisitDim","ER_DEMOGRAPHICS_EDCP13"
"80","14","ER DEMOGRAPHICS EDCP16 CDS","ED Visit - ER - During Visit - Blood Test X-Ray or any Other Tests","Regular","Key","False","WChar","50","","EDVisitDim","ER_DEMOGRAPHICS_EDCP16"
"81","14","ER DEMOGRAPHICS EDCP17 CDS","ED Visit - ER - During Visit - Results of Tests","Regular","Key","False","WChar","50","","EDVisitDim","ER_DEMOGRAPHICS_EDCP17"
"82","14","ER DEMOGRAPHICS EDCP2 CDS","ED Visit - ER - Going to ER - Transportation by Ambulance","Regular","Key","False","WChar","50","","EDVisitDim","ER_DEMOGRAPHICS_EDCP2"
"83","14","ER DEMOGRAPHICS EDCP22 CDS","ED Visit - ER - Staff Care - Courtesy of Nurses","Regular","Key","False","WChar","50","","EDVisitDim","ER_DEMOGRAPHICS_EDCP22"
"84","14","ER DEMOGRAPHICS EDCP23 CDS","ED Visit - ER - Staff Care - Nurses Listening Carefully","Regular","Key","False","WChar","50","","EDVisitDim","ER_DEMOGRAPHICS_EDCP23"
"85","14","ER DEMOGRAPHICS EDCP24 CDS","ED Visit - ER - Staff Care - Understandable Explanation by Nurse","Regular","Key","False","WChar","50","","EDVisitDim","ER_DEMOGRAPHICS_EDCP24"
"86","14","ER DEMOGRAPHICS EDCP25 CDS","ED Visit - ER - Staff Care - Time Spent with Nurse","Regular","Key","False","WChar","50","","EDVisitDim","ER_DEMOGRAPHICS_EDCP25"
"87","14","ER DEMOGRAPHICS EDCP26 CDS","ED Visit - ER - Staff Care - Courtesy of Doctors","Regular","Key","False","WChar","50","","EDVisitDim","ER_DEMOGRAPHICS_EDCP26"
"88","14","ER DEMOGRAPHICS EDCP27 CDS","ED Visit - ER - Staff Care - Doctors Listening Carefully","Regular","Key","False","WChar","50","","EDVisitDim","ER_DEMOGRAPHICS_EDCP27"
"89","14","ER DEMOGRAPHICS EDCP28 CDS","ED Visit - ER - Staff Care - Understandable Explanation by Doctor","Regular","Key","False","WChar","50","","EDVisitDim","ER_DEMOGRAPHICS_EDCP28"
"90","14","ER DEMOGRAPHICS EDCP29 CDS","ED Visit - ER - Staff Care - Time Spent with Doctor","Regular","Key","False","WChar","50","","EDVisitDim","ER_DEMOGRAPHICS_EDCP29"
"91","14","ER DEMOGRAPHICS EDCP3 CDS","ED Visit - ER - Going to ER - Arrival Wait Time","Regular","Key","False","WChar","50","","EDVisitDim","ER_DEMOGRAPHICS_EDCP3"
"92","14","ER DEMOGRAPHICS EDCP30 CDS","ED Visit - ER - After ER - Understand the Main Health Problem","Regular","Key","False","WChar","50","","EDVisitDim","ER_DEMOGRAPHICS_EDCP30"
"93","14","ER DEMOGRAPHICS EDCP31 CDS","ED Visit - ER - After ER - Symptoms of Health Problem","Regular","Key","False","WChar","50","","EDVisitDim","ER_DEMOGRAPHICS_EDCP31"
"94","14","ER DEMOGRAPHICS EDCP32 CDS","ED Visit - ER - After ER - Prescribing New Medication","Regular","Key","False","WChar","50","","EDVisitDim","ER_DEMOGRAPHICS_EDCP32"
"95","14","ER DEMOGRAPHICS EDCP33 CDS","ED Visit - ER - After ER - Understandable Explanation of Newly Prescribed Medication","Regular","Key","False","WChar","50","","EDVisitDim","ER_DEMOGRAPHICS_EDCP33"
"96","14","ER DEMOGRAPHICS EDCP35 CDS","ED Visit - ER - After ER - Able to Get Follow-Up","Regular","Key","False","WChar","50","","EDVisitDim","ER_DEMOGRAPHICS_EDCP35"
"97","14","ER DEMOGRAPHICS EDCP36 CDS","ED Visit - ER - Overall Experience - Facility Rating","Regular","Key","False","WChar","50","","EDVisitDim","ER_DEMOGRAPHICS_EDCP36"
"98","14","ER DEMOGRAPHICS EDCP37 CDS","ED Visit - ER - Overall Experience - Facility Recommendation","Regular","Key","False","WChar","50","","EDVisitDim","ER_DEMOGRAPHICS_EDCP37"
"99","14","ER DEMOGRAPHICS EDCP39 CDS","ED Visit - ER - Your Health Care - Frequency of ER Visits","Regular","Key","False","WChar","50","","EDVisitDim","ER_DEMOGRAPHICS_EDCP39"
"100","14","ER DEMOGRAPHICS EDCP4 CDS","ED Visit - ER - Going to ER - Importance of Visit","Regular","Key","False","WChar","50","","EDVisitDim","ER_DEMOGRAPHICS_EDCP4"
"101","14","ER DEMOGRAPHICS EDCP40 CDS","ED Visit - ER - Your Health Care - Opportunity for Health Care","Regular","Key","False","WChar","50","","EDVisitDim","ER_DEMOGRAPHICS_EDCP40"
"102","14","ER DEMOGRAPHICS EDCP41 CDS","ED Visit - ER - Your Health Care - Frequency of Doctor Visits for Advice","Regular","Key","False","WChar","50","","EDVisitDim","ER_DEMOGRAPHICS_EDCP41"
"103","14","ER DEMOGRAPHICS EDCP42 CDS","ED Visit - ER - After ER - Rate Overall Health","Regular","Key","False","WChar","50","","EDVisitDim","ER_DEMOGRAPHICS_EDCP42"
"104","14","ER DEMOGRAPHICS EDCP43 CDS","ED Visit - ER - About You - Overall Rate of Mental Health","Regular","Key","False","WChar","50","","EDVisitDim","ER_DEMOGRAPHICS_EDCP43"
"105","14","ER DEMOGRAPHICS EDCP48 CDS","ED Visit - ER - About You - Level of Education","Regular","Key","False","WChar","50","","EDVisitDim","ER_DEMOGRAPHICS_EDCP48"
"106","14","ER DEMOGRAPHICS EDCP59 CDS","ED Visit - ER - About You - Completing Survey","Regular","Key","False","WChar","50","","EDVisitDim","ER_DEMOGRAPHICS_EDCP59"
"107","14","ER DEMOGRAPHICS EDCP6 CDS","ED Visit - ER - During Visit - Getting Care Within 30 minutes","Regular","Key","False","WChar","50","","EDVisitDim","ER_DEMOGRAPHICS_EDCP6"
"108","14","ER DEMOGRAPHICS EDCP61 CDS","ED Visit - ER - About You - Visit Assistance","Regular","Key","False","WChar","50","","EDVisitDim","ER_DEMOGRAPHICS_EDCP61"
"109","14","ER DEMOGRAPHICS EDCP62 CDS","ED Visit - ER - During Visit - Given Pain Medication","Regular","Key","False","WChar","","","EDVisitDim","ER_DEMOGRAPHICS_EDCP62"
"110","14","ER DEMOGRAPHICS EDCP63 CDS","ED Visit - ER - During Visit - Reduction of Pain","Regular","Key","False","WChar","","","EDVisitDim","ER_DEMOGRAPHICS_EDCP63"
"111","14","ER DEMOGRAPHICS EDCP64 CDS","ED Visit - ER - During Visit - Explanation of Pain Medicine Possible Side-effects","Regular","Key","False","WChar","","","EDVisitDim","ER_DEMOGRAPHICS_EDCP64"
"112","14","ER DEMOGRAPHICS EDCP65 CDS","ED Visit - ER - After ER - Follow-Up Needed","Regular","Key","False","WChar","","","EDVisitDim","ER_DEMOGRAPHICS_EDCP65"
"113","14","ER DEMOGRAPHICS EDCP9 CDS","ED Visit - ER - During Visit - Medication Review","Regular","Key","False","WChar","","","EDVisitDim","ER_DEMOGRAPHICS_EDCP9"
"114","14","ER ANALYSIS F1 CDS","ED Visit - ER - Personal Issues - Delays","Regular","Key","False","WChar","9","","EDVisitDim","ER_ANALYSIS_F1"
"115","14","ER ANALYSIS F2 CDS","ED Visit - ER - Personal Issues - Staff Care","Regular","Key","False","WChar","9","","EDVisitDim","ER_ANALYSIS_F2"
"116","14","ER ANALYSIS F4 CDS","ED Visit - ER - Overall Assessment - Facility Recommendation","Regular","Key","False","WChar","9","","EDVisitDim","ER_ANALYSIS_F4"
"117","14","ER ANALYSIS F41 CDS","ED Visit - ER - Personal Issues - Pain Control","Regular","Key","False","WChar","9","","EDVisitDim","ER_ANALYSIS_F41"
"118","14","ER ANALYSIS F68 CDS","ED Visit - ER - Overall Assessment - Overall Rate of Care","Regular","Key","False","WChar","9","","EDVisitDim","ER_ANALYSIS_F68"
"119","14","ER ANALYSIS Q11822 1 CDS","ED Visit - ER - Overall Assessment - Rating the teamwork between doctors nurses and staff","Regular","Key","False","WChar","9","","EDVisitDim","ER_ANALYSIS_Q11822_1"
"120","14","PG PE SURVEYED","ED Visit - PE - Survey responded","Regular","Key","False","","","","",""
"121","14","PE ANALYSIS A2 CDS","ED Visit - PE - Insurance - Privacy","Regular","Key","False","WChar","9","","EDVisitDim","PE_ANALYSIS_A2"
"122","14","PE ANALYSIS A20 CDS","ED Visit - PE - Insurance - Courtesy of Staff","Regular","Key","False","WChar","9","","EDVisitDim","PE_ANALYSIS_A20"
"123","14","PE ANALYSIS A24 CDS","ED Visit - PE - Arrival - Wait Time Before Being Called","Regular","Key","False","WChar","9","","EDVisitDim","PE_ANALYSIS_A24"
"124","14","PE ANALYSIS A25 CDS","ED Visit - PE - Arrival - Helpfulness of Staff","Regular","Key","False","WChar","9","","EDVisitDim","PE_ANALYSIS_A25"
"125","14","PE ANALYSIS A3 CDS","ED Visit - PE - Insurance - Ease of Completion","Regular","Key","False","WChar","9","","EDVisitDim","PE_ANALYSIS_A3"
"126","14","PE ANALYSIS A4 CDS","ED Visit - PE - Arrival - Wait Time Before Noticed Arrival","Regular","Key","False","WChar","9","","EDVisitDim","PE_ANALYSIS_A4"
"127","14","PE ANALYSIS A5 CDS","ED Visit - PE - Arrival - Comfort of the Waiting Area","Regular","Key","False","WChar","9","","EDVisitDim","PE_ANALYSIS_A5"
"128","14","PE ANALYSIS A7 CDS","ED Visit - PE - Arrival - Activities to Engage Child","Regular","Key","False","WChar","9","","EDVisitDim","PE_ANALYSIS_A7"
"129","14","PE ANALYSIS B1 CDS","ED Visit - PE - Nurse - Courtesy","Regular","Key","False","WChar","9","","EDVisitDim","PE_ANALYSIS_B1"
"130","14","PE ANALYSIS B11 CDS","ED Visit - PE - Nurse - Listen to You and Your Child","Regular","Key","False","WChar","9","","EDVisitDim","PE_ANALYSIS_B11"
"131","14","PE ANALYSIS B3 CDS","ED Visit - PE - Nurse - Attention to Your and Your child Needs","Regular","Key","False","WChar","9","","EDVisitDim","PE_ANALYSIS_B3"
"132","14","PE ANALYSIS B4 CDS","ED Visit - PE - Nurse - Informing Treatment Information","Regular","Key","False","","","","",""
"133","14","PE ANALYSIS B5 CDS","ED Visit - PE - Nurse - Privacy","Regular","Key","False","WChar","9","","EDVisitDim","PE_ANALYSIS_B5"
"134","14","PE ANALYSIS C1 CDS","ED Visit - PE - Arrival - Waiting Time to Treatment Area","Regular","Key","False","WChar","9","","EDVisitDim","PE_ANALYSIS_C1"
"135","14","PE ANALYSIS C2 CDS","ED Visit - PE - Doctor - Courtesy","Regular","Key","False","WChar","9","","EDVisitDim","PE_ANALYSIS_C2"
"136","14","PE ANALYSIS C4 CDS","ED Visit - PE - Doctor - Concern for Comfort","Regular","Key","False","WChar","9","","EDVisitDim","PE_ANALYSIS_C4"
"137","14","PE ANALYSIS C5 CDS","ED Visit - PE - Doctor - Informing Treatment Info","Regular","Key","False","","","","",""
"138","14","PE ANALYSIS C6 CDS","ED Visit - PE - Personal Issues - Home Care Instructions","Regular","Key","False","WChar","9","","EDVisitDim","PE_ANALYSIS_C6"
"139","14","PE ANALYSIS C9 CDS","ED Visit - PE - Doctor - Took Time to Listen","Regular","Key","False","WChar","9","","EDVisitDim","PE_ANALYSIS_C9"
"140","14","PE ANALYSIS D14 CDS","ED Visit - PE - Test - Concern for Comfort When Blood Drawn","Regular","Key","False","WChar","9","","EDVisitDim","PE_ANALYSIS_D14"
"141","14","PE ANALYSIS D15 CDS","ED Visit - PE - Test - Concern for Comfort During Radiology Test","Regular","Key","False","WChar","9","","EDVisitDim","PE_ANALYSIS_D15"
"142","14","PE ANALYSIS D2 CDS","ED Visit - PE - Test - Courtesy of Person Who Took Child Blood","Regular","Key","False","WChar","9","","EDVisitDim","PE_ANALYSIS_D2"
"143","14","PE ANALYSIS D3 CDS","ED Visit - PE - Test - Radiology Waiting Time","Regular","Key","False","WChar","9","","EDVisitDim","PE_ANALYSIS_D3"
"144","14","PE ANALYSIS D4 CDS","ED Visit - PE - Test - Courtesy of Radiology Staff","Regular","Key","False","","","","",""
"145","14","PE ANALYSIS F1 CDS","ED Visit - PE - Personal Issues - Well Informed About Delays","Regular","Key","False","WChar","9","","EDVisitDim","PE_ANALYSIS_F1"
"146","14","PE ANALYSIS F15 CDS","ED Visit - PE - Personal Issues - Pain Well Controlled","Regular","Key","False","","","","",""
"147","14","PE ANALYSIS F2 CDS","ED Visit - PE - Personal Issues - Staff Sensitivity to Fears-Concerns","Regular","Key","False","WChar","9","","EDVisitDim","PE_ANALYSIS_F2"
"148","14","PE ANALYSIS F20 CDS","ED Visit - PE - Personal Issues - Overall Care Rating","Regular","Key","False","WChar","9","","EDVisitDim","PE_ANALYSIS_F20"
"149","14","PE ANALYSIS F4 CDS","ED Visit - PE - Overall Assessment - Facility Recommendation","Regular","Key","False","WChar","9","","EDVisitDim","PE_ANALYSIS_F4"
"150","14","PG ER SURVEYED","ED Visit - ER - Survey responded","Regular","Key","False","","","","",""
"151","15","ENCNT SK","Encounter","Key","Key","True","","","","",""
"152","15","PTNT STS CDS","Encounter - Patient Status","Regular","Name","False","WChar","254","","EncounterPatientStatusDim","PTNT_STS_DESC"
"153","15","ENCNT TYPE CDS","Encounter - Encounter Type","Regular","Name","False","WChar","254","","EncounterEncouterypeDim","ENCNT_TYPE_DESC"
"154","15","LEVL OF CARE CDS","Encounter - Level of Care","Regular","Name","False","WChar","254","","EncounterLevelofCareDim","LEVL_OF_CARE_DESC"
"155","15","CL CDS","Encounter - Base Class","Regular","Name","False","WChar","10","","EncouterBaseClassDim","PTNT_BSE_CLSS_NM"
"156","15","TRAUMA IND","Encounter - Trauma Indicator","Regular","Name","False","","","","",""
"157","15","AGE YRS AT ENCNT","Encounter - Age at Encounter - Years","Regular","Key","False","","","","",""
"158","15","AGE MNTHS AT ENCNT","Encounter - Age at Encounter - Months","Regular","Key","False","","","","",""
"159","15","AGE DYS AT ENCNT","Encounter - Age at Encounter - Days","Regular","Key","False","","","","",""
"160","15","BILLING CLASS CDS","Encounter - Billing Class","Regular","Name","False","WChar","11","","EncounterBillingClassDim","BILLING_CLASS_DESC"
"161","15","DEPT CDS","Encounter - Department","Regular","Name","False","WChar","18","","EncounterDepartmentDim","DEPT_DESC"
"162","15","PRD LINE CDS","Encounter - Product Line","Regular","Name","False","WChar","57","","EncounterProductLineDim","PROD_LINE_DESC"
"163","16","INPTNT VST SK","Inpatient","Key","Key","True","","","","",""
"164","16","AGE YRS AT CLNC INPTNT ADMT","Inpatient - Age at Admission - Years","Regular","Key","False","WChar","","ZeroOrBlank","InpatientDim","AGE_YRS_AT_CLNC_INPTNT_ADMT"
"165","16","AGE MNTHS AT CLNC INPTNT ADMT","Inpatient - Age at Admission - Months","Regular","Key","False","WChar","","ZeroOrBlank","InpatientDim","AGE_MNTHS_AT_CLNC_INPTNT_ADMT"
"166","16","AGE DYS AT CLNC INPTNT ADMT","Inpatient - Age at Admission - Days","Regular","Key","False","WChar","","ZeroOrBlank","InpatientDim","AGE_DYS_AT_CLNC_INPTNT_ADMT"
"167","16","LOS DYS CLNC INPTNT","Inpatient - LOS - Days","Regular","Key","False","WChar","","ZeroOrBlank","InpatientDim","LOS_DYS_CLNC_INPTNT"
"168","16","LOS HRS CLNC INPTNT","Inpatient - Fractional LOS - hours","Regular","Key","False","WChar","","ZeroOrBlank","InpatientDim","LOS_HRS_CLNC_INPTNT"
"169","16","ADMT TYPE CDS","Inpatient - Admit Type","Regular","Name","False","WChar","254","","InpatientAdmitTypeDim","ADMT_TYPE_DESC"
"170","16","DSCRG DSPSTN CDS","Inpatient - Discharge Disposition","Regular","Name","False","WChar","254","","InpatientDischargeDispositionDim","DSCRG_DSPSTN_DESC"
"171","16","DSCRG DSTN CDS","Inpatient - Discharge Destination","Regular","Name","False","WChar","254","","InpatientDischargeDestinationDim","DSCRG_DSTN_DESC"
"172","16","ADMT SRC CDS","Inpatient - Admit Source","Regular","Name","False","WChar","254","","InpatientAdmitSourceDim","ADMT_SRC_DESC"
"173","16","PTNT CL CDS","Inpatient - Patient Class","Regular","Name","False","WChar","254","","InpatientPatientClassDim","PTNT_CL_DESC"
"174","16","AMI 1","Inpatient - AMI-1 - Aspirin at Arrival","Regular","Name","False","WChar","12","","InpatientDim","AMI_1"
"175","16","AMI 2","Inpatient - AMI-2 - Aspirin Prescribed at Discharge","Regular","Name","False","WChar","12","","InpatientDim","AMI_2"
"176","16","AMI 3","Inpatient - AMI-3 - ACEI or ARB for LVSD","Regular","Name","False","WChar","12","","InpatientDim","AMI_3"
"177","16","AMI 5","Inpatient - AMI-5 - Beta Blocker Prescribed at Discharge","Regular","Name","False","WChar","12","","InpatientDim","AMI_5"
"178","16","AMI 7","Inpatient - AMI-7 - Median Time to Fibrinolysis","Regular","Name","False","WChar","12","","InpatientDim","AMI_7"
"179","16","AMI 7A","Inpatient - AMI-7A - Fibrinolytic Therapy Received Within 30 Minutes of Hospital Arrival","Regular","Name","False","WChar","12","","InpatientDim","AMI_7A"
"180","16","AMI 8","Inpatient - AMI-8 - Median Time to Primary PCI","Regular","Name","False","WChar","12","","InpatientDim","AMI_8"
